iter,top_agree,roc_params,roc_est,roc_roc,roc_prc,prc_params,prc_est,prc_roc,prc_prc
360,TRUE,"0.06, 91",0.6384158972018397,0.6289288997474617,0.14949220648085693,"0.06, 91",0.17688485073132504,0.6289288997474617,0.14949220648085693
361,FALSE,"0.16, 47",0.6184790393048043,0.6102058463193328,0.1409619787650005,"0.06, 128",0.14679674726156297,0.6162398965223663,0.14474545260834198
362,TRUE,"0.02, 134",0.6454799068083873,0.6246309342507289,0.15296657808473021,"0.02, 134",0.16738767166893606,0.6246309342507289,0.15296657808473021
363,TRUE,"0.06, 98",0.6310987011168995,0.6236157374656484,0.1560907027676354,"0.06, 98",0.1713126600798783,0.6236157374656484,0.1560907027676354
364,TRUE,"0.16, 40",0.6549305562499375,0.6167421001021144,0.1489686524318198,"0.16, 40",0.17705904605614378,0.6167421001021144,0.1489686524318198
365,TRUE,"0.08, 65",0.6307887966904586,0.6293510365361219,0.15380342958992976,"0.08, 65",0.14337763714426283,0.6293510365361219,0.15380342958992976
366,FALSE,"0.01, 64",0.6223819856212941,0.6258166794525399,0.1519458251298848,"0.11, 59",0.1504576082361114,0.6223855254981436,0.14693588699291732
367,TRUE,"0.04, 108",0.6045785879270865,0.6291332887605406,0.15483382498657533,"0.04, 108",0.12872110707007092,0.6291332887605406,0.15483382498657533
368,FALSE,"0.05, 31",0.6177433745158916,0.6230219716904838,0.14741973207818954,"0.15, 49",0.15563038994182907,0.6174966723449719,0.14651562968126697
369,TRUE,"0.08, 144",0.6427023295390691,0.6194591579286727,0.14658638329367035,"0.08, 144",0.1590988491886685,0.6194591579286727,0.14658638329367035
370,FALSE,"0.1, 112",0.6187513123818856,0.6121257670959098,0.14778442370702644,"0.14, 111",0.148038614600251,0.5992660313710947,0.13951777374244848
371,TRUE,"0.14, 41",0.6265946064854163,0.6247495759977808,0.1511025530502849,"0.14, 41",0.1503743721748802,0.6247495759977808,0.1511025530502849
372,FALSE,"0.16, 26",0.6457972424654305,0.620435249364033,0.1486359290284172,"0.06, 144",0.17712387420365547,0.6153469337382135,0.1475696313120203
373,TRUE,"0.07, 35",0.62106210441060306,0.6312099414815104,0.1592437626820304,"0.07, 35",0.14308487925932892,0.6312099414815104,0.1592437626820304
374,TRUE,"0.01, 49",0.6223374896259337,0.6281823455092592,0.15657538219723413,"0.01, 49",0.1534188020632408,0.6281823455092592,0.15657538219723413
375,TRUE,"0.05, 33",0.6258977010850431,0.6218053004474101,0.15108793664917416,"0.05, 33",0.14955662780943166,0.6218053004474101,0.15108793664917416
376,TRUE,"0.08, 78",0.6176383509906219,0.6254469046772687,0.15315766966298497,"0.08, 78",0.14856958624705158,0.6254469046772687,0.15315766966298497
377,FALSE,"0.06, 53",0.5887388775085619,0.6195144062344007,0.15229841712555017,"0.1, 112",0.15802518685320463,0.6113022110323642,0.1497912538805147
378,TRUE,"0.02, 138",0.6347896928912077,0.6316900890194108,0.15517734319908694,"0.02, 138",0.16002113708093887,0.6316900890194108,0.15517734319908694
379,FALSE,"0.12, 34",0.60745908587077,0.6270855191392898,0.1525718324605803,"0.04, 83",0.13589815148420945,0.6269773464610334,0.1523565364389025
380,TRUE,"0.1, 37",0.6410778029977302,0.6258605885575327,0.15444072032972805,"0.1, 37",0.15322365661420426,0.6258605885575327,0.15444072032972805
381,FALSE,"0.1, 66",0.6197472227499525,0.6240572566350573,0.14980120972073244,"0.08, 132",0.15729729540251183,0.6167665298825368,0.14765043242018952
382,TRUE,"0.06, 83",0.6482297034535736,0.6219124861168572,0.14581279610694986,"0.06, 83",0.16286768484315675,0.6219124861168572,0.14581279610694986
383,TRUE,"0.08, 101",0.5985471307582317,0.6218671404185662,0.14948607869516226,"0.08, 101",0.14750159543865698,0.6218671404185662,0.14948607869516226
384,TRUE,"0.03, 100",0.6273145416912478,0.6220665007736796,0.15676828344822333,"0.03, 100",0.15050182713588361,0.6220665007736796,0.15676828344822333
385,FALSE,"0.1, 143",0.6313271805537501,0.6077513280886485,0.1444191212916503,"0.05, 95",0.15857527742389108,0.6289410759716074,0.15687823769971407
386,FALSE,"0.28, 27",0.6319826215640593,0.6090143711305466,0.14264378087309232,"0.2, 32",0.1662924926060854,0.6147535473956183,0.14571567734767146
387,FALSE,"0.19, 138",0.6341050395288544,0.5971274149692449,0.13963852424907988,"0.27, 38",0.14676978798872495,0.6123049066279612,0.14401132086281082
388,FALSE,"0.09, 44",0.641527527698226,0.6281804747768882,0.15428041310575932,"0.15, 29",0.1590042218637316,0.626042150999679,0.1528612399173235
389,FALSE,"0.05, 129",0.6415022647961683,0.6260521235412603,0.15103729395840818,"0.21, 41",0.17722442922107506,0.6234730952550438,0.14776912691774582
390,FALSE,"0.08, 73",0.621250160035848,0.6205485267311286,0.15358933889623635,"0.01, 78",0.1721735346412312,0.6245120025887153,0.1525122730075529
391,FALSE,"0.03, 43",0.6509909108180264,0.6282261984000127,0.1580936491958396,"0.03, 54",0.16935231616158122,0.6318826686091676,0.15862931134875266
392,TRUE,"0.15, 35",0.5898949094581488,0.61785738628455,0.14826290341218143,"0.15, 35",0.13641071036350869,0.61785738628455,0.14826290341218143
393,TRUE,"0.09, 57",0.5970882477674999,0.6116163473022018,0.15045795819281282,"0.09, 57",0.1370124748000993,0.6116163473022018,0.15045795819281282
394,FALSE,"0.15, 126",0.5698597126258637,0.6056297595158815,0.14129861472763408,"0.26, 59",0.12327175538523731,0.6080249298030305,0.1416512187696427
395,TRUE,"0.06, 27",0.599173574378306,0.628794483922686,0.15250214291589023,"0.06, 27",0.1449824221945285,0.628794483922686,0.15250214291589023
396,FALSE,"0.19, 46",0.6250190042569536,0.6141624789384623,0.14389320925408022,"0.25, 83",0.14563713197289105,0.5958118716488043,0.13189090555043143
397,FALSE,"0.06, 27",0.6008579227869492,0.632629253156837,0.1569769704894503,"0.09, 55",0.1502202308740596,0.6251976606799992,0.15626673890794607
398,FALSE,"0.05, 29",0.6322763954438988,0.6164006110768635,0.15227289619222076,"0.26, 25",0.15237255547554504,0.6174988852721782,0.14945967467393295
399,FALSE,"0.26, 28",0.6539501444869962,0.6142764715679526,0.1446187988130238,"0.11, 98",0.17776788537969213,0.614168904979556,0.14617665825926524
400,TRUE,"0.03, 29",0.667575918167365,0.6279924126346556,0.15455284685979315,"0.03, 29",0.17375283962223126,0.6279924126346556,0.15455284685979315
401,TRUE,"0.09, 143",0.6263621274085333,0.6171806893775611,0.15063715579037074,"0.09, 143",0.1530195345132323,0.6171806893775611,0.15063715579037074
402,TRUE,"0.06, 35",0.6321486066254037,0.6201985690420595,0.15275776547146727,"0.06, 35",0.16133997802833966,0.6201985690420595,0.15275776547146727
403,TRUE,"0.12, 61",0.6429575224850367,0.6272613655846612,0.1523133605498832,"0.12, 61",0.18207449181344584,0.6272613655846612,0.1523133605498832
404,FALSE,"0.19, 87",0.611119999200072,0.6032203141921383,0.1425404405722131,"0.23, 68",0.16500299387951187,0.6010683128974367,0.1395972671202715
405,FALSE,"0.05, 43",0.6112159123643696,0.6223618590125265,0.15047208390427097,"0.09, 112",0.13705892834752778,0.6183494197444817,0.14585450076918788
406,TRUE,"0.1, 60",0.6060192483116218,0.6238667079028655,0.15265259397817685,"0.1, 60",0.1415890633579634,0.6238667079028655,0.15265259397817685
407,TRUE,"0.14, 34",0.6135917767400934,0.625334080416689,0.15201156976585367,"0.14, 34",0.15116162140075967,0.625334080416689,0.15201156976585367
408,FALSE,"0.06, 47",0.6276080842108632,0.6201824975317177,0.14281895627100605,"0.22, 55",0.15113688972800166,0.608624809201409,0.13791362708970384
409,TRUE,"0.02, 39",0.6222574968252857,0.6268929191172099,0.1626309622352801,"0.02, 39",0.15815555033361253,0.6268929191172099,0.1626309622352801
410,TRUE,"0.05, 126",0.6472547470727634,0.6290560648494785,0.15358641065946035,"0.05, 126",0.15079502065338143,0.6290560648494785,0.15358641065946035
411,FALSE,"0.01, 105",0.6276876020228531,0.6223942068209141,0.15268505986749698,"0.04, 39",0.15135848949964315,0.6215305558968918,0.15272894959008868
412,TRUE,"0.16, 79",0.6464818166365027,0.6116003705682593,0.14496264649899396,"0.16, 79",0.1705209024928254,0.6116003705682593,0.14496264649899396
413,FALSE,"0.07, 123",0.621172094511494,0.6186847675549819,0.1519431842704526,"0.22, 51",0.15856066170549826,0.609518003037987,0.14610082521021725
414,TRUE,"0.05, 53",0.6100950914417702,0.624225085188402,0.15580240076008414,"0.05, 53",0.12653328449115825,0.624225085188402,0.15580240076008414
415,FALSE,"0.15, 73",0.5818468158951956,0.6104474365699315,0.14713332278601376,"0.21, 140",0.14055619425918256,0.5893883968392906,0.1317927366823725
416,FALSE,"0.06, 59",0.6232826472618684,0.6258415501328282,0.1506939583487229,"0.17, 51",0.15433019574791407,0.6154342006674225,0.14804492617082143
417,TRUE,"0.12, 67",0.6188748012678859,0.6215110485251527,0.148890672710334,"0.12, 67",0.1484325621286794,0.6215110485251527,0.148890672710334
418,FALSE,"0.14, 109",0.6259836614704677,0.6069574959454491,0.1392204373879609,"0.27, 47",0.156045450658211,0.6049741877919281,0.138010930985645
419,TRUE,"0.06, 115",0.6254692077713006,0.6228434890126826,0.15453841971354124,"0.06, 115",0.15400695361745345,0.6228434890126826,0.15453841971354124
420,FALSE,"0.21, 115",0.5929110597298639,0.5932638931288092,0.13840528912212863,"0.26, 48",0.1337625118197215,0.6035645979731727,0.14114547680173692
421,FALSE,"0.02, 132",0.6418352348288654,0.630044912112214,0.1561007549793081,"0.19, 52",0.17941164315601252,0.6170420606294703,0.1469337888760072
422,FALSE,"0.11, 62",0.6244757524538447,0.6091952107549593,0.1415581462431173,"0.07, 121",0.1579346143810724,0.6078029068433058,0.14052565571285985
423,TRUE,"0.07, 75",0.6279119879210872,0.6349214278111489,0.15916974281652752,"0.07, 75",0.15593949853210615,0.6349214278111489,0.15916974281652752
424,TRUE,"0.15, 64",0.6180684473322025,0.6115253667630999,0.14783140089189198,"0.15, 64",0.15799612620900114,0.6115253667630999,0.14783140089189198
425,FALSE,"0.02, 128",0.6384645381915628,0.6282860271840228,0.1518065536690168,"0.16, 103",0.16406222798223172,0.6032718710124771,0.14322035254291204
426,FALSE,"0.01, 123",0.6317941385275325,0.6181793600204625,0.1480661332483799,"0.04, 103",0.18083793564072767,0.621967611615031,0.15017748437952466
427,TRUE,"0.07, 78",0.6205256526912578,0.6216983808908464,0.15170510926251846,"0.07, 78",0.14538551467741337,0.6216983808908464,0.15170510926251846
428,FALSE,"0.02, 147",0.6218320351168395,0.6238949821796713,0.14902166111463386,"0.04, 28",0.154538625569837,0.619485295568662,0.15107860832404726
429,FALSE,"0.02, 71",0.6186833248905362,0.6221820508396413,0.14630815585319842,"0.09, 70",0.15055625375319778,0.6210159471256589,0.14789631440310186
430,FALSE,"0.02, 138",0.6529942305192533,0.628053923477017,0.1537666561212312,"0.21, 51",0.16249207746713934,0.6102933804770833,0.14833942320707463
431,TRUE,"0.06, 78",0.6452799248067674,0.6225275773799928,0.15168356193639473,"0.06, 78",0.15555311924971194,0.6225275773799928,0.15168356193639473
432,TRUE,"0.06, 120",0.6281260501251373,0.6243987842507235,0.1563418268767486,"0.06, 120",0.1441070274313527,0.6243987842507235,0.1563418268767486
433,TRUE,"0.1, 67",0.6279769820716136,0.6255268964625986,0.1514458280765667,"0.1, 67",0.15872110944597553,0.6255268964625986,0.1514458280765667
434,TRUE,"0.03, 110",0.6148376646101851,0.6192575448589451,0.14819796636494428,"0.03, 110",0.1476490661020528,0.6192575448589451,0.14819796636494428
435,TRUE,"0.13, 51",0.6156870881620654,0.6229299536553816,0.15519677921205177,"0.13, 51",0.1542578735660362,0.6229299536553816,0.15519677921205177
436,TRUE,"0.06, 133",0.6402184089235989,0.6255370717838877,0.15295367156789527,"0.06, 133",0.17314552674641617,0.6255370717838877,0.15295367156789527
437,FALSE,"0.11, 42",0.6538426541611255,0.6264546119243425,0.15403827907821455,"0.01, 111",0.16698607713316396,0.6231534640875261,0.1495482055735444
438,TRUE,"0.04, 28",0.6014523692867642,0.626951725335376,0.1521848703744436,"0.04, 28",0.13381509063972846,0.626951725335376,0.1521848703744436
439,TRUE,"0.04, 78",0.6207995591012386,0.6233439742652459,0.15028271267827,"0.04, 78",0.14902946969088257,0.6233439742652459,0.15028271267827
440,FALSE,"0.08, 72",0.616388025077743,0.6257439712083693,0.14867838598686514,"0.14, 89",0.14592710906411033,0.6113315850168201,0.14527060638218417
441,TRUE,"0.04, 97",0.6435615794578488,0.6284610347238851,0.14923243369338104,"0.04, 97",0.1654874707436194,0.6284610347238851,0.14923243369338104
442,TRUE,"0.05, 86",0.6427653587854409,0.6221306901946134,0.1508334533480182,"0.05, 86",0.1918228921802346,0.6221306901946134,0.1508334533480182
443,FALSE,"0.02, 47",0.6421827035566798,0.6267902730660123,0.14571176625299806,"0.11, 59",0.1649614055300813,0.6175250813683557,0.14231864226456614
444,FALSE,"0.05, 127",0.6555679988801008,0.6208311378686351,0.14940252031736856,"0.02, 143",0.16790672813691035,0.6238201617691439,0.15163021673203184
445,FALSE,"0.08, 88",0.6328920397164255,0.6135116973658785,0.1464165471194562,"0.03, 55",0.15147741295986505,0.6232013065894944,0.1509262309722643
446,FALSE,"0.06, 135",0.6499575038246558,0.62026352947739,0.1522455684426496,"0.12, 66",0.15894138576967062,0.6156764174215377,0.14858888016990557
447,TRUE,"0.28, 26",0.6454025208018819,0.6201417435009178,0.14683210471365163,"0.28, 26",0.1684323394353032,0.6201417435009178,0.14683210471365163
448,TRUE,"0.03, 47",0.6350773430391264,0.6293745674333782,0.15203463840823647,"0.03, 47",0.14666032159813183,0.6293745674333782,0.15203463840823647
449,TRUE,"0.12, 58",0.633038026577608,0.6229135939394633,0.14382059371049208,"0.12, 58",0.1582387033266508,0.6229135939394633,0.14382059371049208
450,TRUE,"0.09, 70",0.6325631941554908,0.6284078693022259,0.1523220518379697,"0.09, 70",0.16953652660511986,0.6284078693022259,0.1523220518379697
451,FALSE,"0.02, 105",0.6413592776650101,0.632195236274695,0.15636207339132432,"0.1, 59",0.17613388344619854,0.6249031595411211,0.15592202094210003
452,FALSE,"0.28, 52",0.6158845703886651,0.6030166283190292,0.14085879663627632,"0.27, 61",0.1486677033597955,0.6026344082895296,0.13941930219583704
453,FALSE,"0.04, 107",0.6225449709526143,0.6190463142051705,0.14818338765352,"0.18, 52",0.16394224014995185,0.6114486177951345,0.14339003700113917
454,FALSE,"0.16, 30",0.6509170883885625,0.616040874926454,0.14790430689007386,"0.13, 130",0.17144570464422157,0.6083134874551258,0.141418391021544
455,TRUE,"0.02, 26",0.6083212639631277,0.6240437770182646,0.15160317129009496,"0.02, 26",0.14884371498098975,0.6240437770182646,0.15160317129009496
456,FALSE,"0.07, 50",0.6160410563049326,0.6324974982614427,0.1524299345748966,"0.05, 65",0.13414926900895513,0.632807668190804,0.15359725274394384
457,TRUE,"0.03, 83",0.6133567978881901,0.6111526462864916,0.1456941943123457,"0.03, 83",0.15334450481094716,0.6111526462864916,0.1456941943123457
458,FALSE,"0.04, 60",0.6329730324270816,0.6235973679074495,0.15081747835481452,"0.03, 137",0.15374375113519026,0.62280268373439,0.15101081638519775
459,FALSE,"0.26, 25",0.5936578711110888,0.6064401157152773,0.14514288281930585,"0.17, 59",0.12102898577890703,0.6095728864624672,0.14654455039049005
460,FALSE,"0.03, 112",0.6478551930326271,0.6231154607904045,0.15332004940413954,"0.12, 116",0.15720839603351947,0.6073853853379352,0.14300213649048013
461,TRUE,"0.01, 80",0.6428926396624304,0.6275879995464777,0.15353629861582815,"0.01, 80",0.17803846159997966,0.6275879995464777,0.15353629861582815
462,FALSE,"0.16, 29",0.6043151116399524,0.6226401559629668,0.14671857566776292,"0.02, 46",0.14166825884158762,0.6036369855864158,0.1456596942668412
463,TRUE,"0.04, 42",0.6576363127318542,0.6287329157781592,0.15266384074825834,"0.04, 42",0.18358043922754458,0.6287329157781592,0.15266384074825834
464,TRUE,"0.15, 31",0.6289553940145387,0.6185549109298856,0.14601562625617517,"0.15, 31",0.16462945790906663,0.6185549109298856,0.14601562625617517
465,TRUE,"0.12, 40",0.6257446829785319,0.6245446942919806,0.150207306856058,"0.12, 40",0.14949435598546976,0.6245446942919806,0.150207306856058
466,FALSE,"0.27, 27",0.6197048138783088,0.6181598230970556,0.14590455049732137,"0.07, 114",0.1506417490243787,0.6266109465077414,0.15276429296127275
467,FALSE,"0.12, 48",0.6248807607315342,0.6245183956873244,0.14954444439636744,"0.26, 93",0.15321016218691938,0.5947017131235872,0.13088726967654488
468,TRUE,"0.02, 114",0.6321601055904968,0.6324053063519778,0.15546816081864404,"0.02, 114",0.1462707279745796,0.6324053063519778,0.15546816081864404
469,TRUE,"0.07, 68",0.6266923790929169,0.6222756529800396,0.15406756944486164,"0.07, 68",0.15215661037511227,0.6222756529800396,0.15406756944486164
470,FALSE,"0.09, 43",0.6353428191462769,0.6314551630761532,0.15375425530620168,"0.15, 54",0.15127636912704462,0.625062169466962,0.15089108047686617
471,TRUE,"0.05, 107",0.6204436600705936,0.625805344030336,0.15305116907295516,"0.05, 107",0.16225885979554008,0.625805344030336,0.15305116907295516
472,TRUE,"0.08, 48",0.6503491782159204,0.6304065636808478,0.15267134787739586,"0.08, 48",0.1680707162346908,0.6304065636808478,0.15267134787739586
473,TRUE,"0.01, 62",0.6483932241077592,0.627109815718234,0.15125624486104516,"0.01, 62",0.16007754514853503,0.627109815718234,0.15125624486104516
474,TRUE,"0.06, 129",0.628423766923791,0.6119867653621578,0.14475419129821254,"0.06, 129",0.15417640990070158,0.6119867653621578,0.14475419129821254
475,FALSE,"0.13, 42",0.6378795908368247,0.6265369137510047,0.15602045868446981,"0.15, 113",0.15692008488509007,0.6140460693081834,0.15218384356443965
476,FALSE,"0.08, 69",0.64385372728595,0.6233683455569988,0.1545972336831443,"0.27, 109",0.16675779066841162,0.5872197497914605,0.1312159301410967
477,TRUE,"0.06, 79",0.6158660720535152,0.6221893676513898,0.14570193293213768,"0.06, 79",0.13985757108227337,0.6221893676513898,0.14570193293213768
478,FALSE,"0.02, 52",0.6272705456508914,0.6307487534633716,0.15373976703876077,"0.09, 57",0.14216135647995,0.627151819062647,0.14953797679664807
479,FALSE,"0.03, 92",0.6144691977722005,0.6237080910618921,0.15363014663596652,"0.15, 120",0.14422558586844092,0.6138609374499463,0.1492749852245808
480,TRUE,"0.05, 32",0.6021993020628144,0.6319883585090957,0.15452250537322884,"0.05, 32",0.1267754697781671,0.6319883585090957,0.15452250537322884
481,TRUE,"0.01, 58",0.6263986241238289,0.6250496638507936,0.1508094103639262,"0.01, 58",0.15039599021697542,0.6250496638507936,0.1508094103639262
482,FALSE,"0.04, 116",0.6426621604055635,0.6250712722086508,0.15123227563735378,"0.19, 25",0.15433843939783282,0.6185984502111307,0.14811368621997706
483,TRUE,"0.07, 33",0.6640582490477868,0.6202041579808746,0.1510067687198773,"0.07, 33",0.16028158740165077,0.6202041579808746,0.1510067687198773
484,TRUE,"0.14, 78",0.6263916247537722,0.6199676022088393,0.15039823249121212,"0.14, 78",0.14599711503720317,0.6199676022088393,0.15039823249121212
485,TRUE,"0.3, 72",0.592774637503072,0.5964459721157204,0.13388240065148774,"0.3, 72",0.13036210795146735,0.5964459721157204,0.13388240065148774
486,TRUE,"0.08, 99",0.5900688937995581,0.6192931500243135,0.14715871789843948,"0.08, 99",0.13372839438580136,0.6192931500243135,0.14715871789843948
487,TRUE,"0.09, 66",0.6088438717831689,0.619568230932342,0.14575754681613692,"0.09, 66",0.1389183500660976,0.619568230932342,0.14575754681613692
488,TRUE,"0.08, 65",0.6411746231155779,0.6210400530570129,0.1435671041413065,"0.08, 65",0.15091369803214133,0.6210400530570129,0.1435671041413065
489,TRUE,"0.22, 26",0.6117555332394456,0.621815198780269,0.14666202755342658,"0.22, 26",0.13859145620527796,0.621815198780269,0.14666202755342658
490,TRUE,"0.07, 32",0.6170547202573377,0.6287682691738598,0.15762411656883354,"0.07, 32",0.14202503650617007,0.6287682691738598,0.15762411656883354
491,FALSE,"0.19, 27",0.6368276855083043,0.6234536887103719,0.146513610400843,"0.08, 43",0.16592033477566442,0.6263914765786355,0.148182250814738
492,TRUE,"0.03, 81",0.6266566009059185,0.6225552344803714,0.1487328873804124,"0.03, 81",0.1618030001176568,0.6225552344803714,0.1487328873804124
493,FALSE,"0.01, 113",0.6303045780018303,0.631366059748213,0.15273107126038804,"0.04, 115",0.1564707066985434,0.6287212621028772,0.1518366707967957
494,FALSE,"0.05, 114",0.6089153970489389,0.618706163590714,0.15176261045093836,"0.2, 80",0.1531875378632626,0.5975933870099919,0.1390714381117045
495,TRUE,"0.03, 28",0.6366893372613868,0.6109689671507341,0.14762126839788417,"0.03, 28",0.16199279778495138,0.6109689671507341,0.14762126839788417
496,TRUE,"0.07, 58",0.6499420052195303,0.6318359489238551,0.1552462742138789,"0.07, 58",0.16102039740099908,0.6318359489238551,0.1552462742138789
497,FALSE,"0.04, 138",0.6171994520493156,0.6233187666376644,0.14763099383390738,"0.01, 37",0.14347731351268803,0.6265438616608838,0.15066843501602062
498,FALSE,"0.15, 46",0.6216410523052925,0.6182377850271569,0.14721947055029694,"0.09, 135",0.16198979636038932,0.617107471791191,0.14552237995174405
499,TRUE,"0.06, 69",0.6021193092621664,0.6190399021026673,0.1487225887091419,"0.06, 69",0.1438576494276794,0.6190399021026673,0.1487225887091419
500,FALSE,"0.06, 62",0.6383675469207771,0.6254324760914018,0.1537906834674292,"0.13, 77",0.15540762314054352,0.6136289901918459,0.14666316880817606
